82603,火炮、自动武器与弹药工程
82604,军事化学与烟火技术
827,核科学与技术
82701,核能科学与工程
82702,核燃料循环与材料
82703,核技术及应用
82704,辐射防护及环境保护
828,农业工程
82801,农业机械化工程
82802,农业水土工程
82803,农业生物环境与能源工程
82804,农业电气化与自动化
829,林业工程
82901,森林工程
82902,木材科学与技术
82903,林产化学加工工程
830,环境科学与工程
83001,环境科学
83002,环境工程
832,食品科学与工程
83201,食品科学
83202,粮食、油脂及植物蛋白工程
83203,农产品加工及贮藏工程
83204,水产品加工及贮藏工程
9,农学
901,作物学
90101,作物栽培学与耕作学
90102,作物遗传育种
902,园艺学
90201,果树学
90202,蔬菜学
90203,茶学
903,农业资源与环境
90301,土壤学
90302,植物营养学
904,植物保护
90401,植物病理学
90402,农业昆虫与害虫防治
90403,农药学（可授农学、理学学位）
905,畜牧学
90501,动物遗传育种与繁殖
90502,动物营养与饲料科学
90503,草业科学
90504,特种经济动物饲养（含：蚕、蜂等）
906,兽医学
90601,基础兽医学
90602,预防兽医学
90603,临床兽医学
907,林学
90701,林木遗传育种
90702,森林培育
90703,森林保护学
90704,森林经理学
90705,野生动植物保护与利用
90706,园林植物与观赏园艺
90707,水土保持与荒漠化防治
908,水产
90801,水产养殖
90802,捕捞学
90803,渔业资源
10,医学
1001,基础医学
100101,人体解剖和组织胚胎学
100102,免疫学
100103,病原生物学
100104,病理学与病理生理学
100105,法医学
100106,放射医学
100107,航空、航天与航海医学
1002,临床医学
100201,内科学
100202,儿科学
100203,老年医学
100204,神经病学
100205,精神病与精神卫生学
100206,皮肤病与性病学
100207,影像医学与核医学
100208,临床检验诊断学
100209,护理学
100210,外科学
100211,妇产科学
100212,眼科学
100213,耳鼻咽喉科学
100214,肿瘤学
100215,康复医学与理疗学
100216,运动医学
100217,麻醉学
100218,急诊医学
1003,口腔医学
100301,口腔基础医学
100302,口腔临床医学
1004,公共卫生与预防医学
100401,流行病与卫生统计学
100402,劳动卫生与环境卫生学
100403,营养与食品卫生学
100404,儿少卫生与妇幼保健学
100405,卫生毒理学
100406,军事预防医学
1005,中医学
100501,中医基础理论
100502,中医临床基础
100503,中医医史文献
100504,方剂学
100505,中医诊断学
100506,中医内科学
100507,中医外科学
100508,中医骨伤科学
100509,中医妇科学
100510,中医儿科学
100511,中医五官科学
100512,针灸推拿学
100513,民族医学（含：藏医学、蒙医学等）
1006,中西医结合
100601,中西医结合基础
100602,中西医结合临床
1007,药学
100701,药物化学
100702,药剂学
100703,生药学
100704,药物分析学
100705,微生物与生化药学
100706,药理学
11,军事学
1101,军事思想及军事历史
110101,军事思想
110102,军事历史
1102,战略学
110201,军事战略学
110202,战争动员学
1103,战役学
110301,联合战役学
110302,军种战役学（含：第二炮兵战役学）
1104,战术学
110401,合同战术学
110402,兵种战术学
1105,军队指挥学
110501,作战指挥学
110502,军事运筹学
110503,军事通信学
110504,军事情报学
110505,密码学
110506,军事教育训练学（含：军事体育学）
1106,军制学
110601,军事组织编制学
110602,军队管理学
1108,军事后勤学与军事装备学
110801,军事后勤学
110802,后方专业勤务
110803,军事装备学
12,管理学
1202,工商管理
120201,会计学
120202,企业管理（含：财务管理、市场营销、人力资源管理）
120203,旅游管理
120204,技术经济及管理
1203,农林经济管理
120301,农业经济管理
120302,林业经济管理
1204,公共管理
120401,行政管理
120402,社会医学与卫生事业管理
120403,教育经济与管理
120404,社会保障
120405,土地资源管理
1205,"图书馆,情报与档案管理"
120501,图书馆学
120502,情报学
120503,档案学
